client_id,duration_count,duration_mean,Class
2277480,2.0,40.6,Slow Repeater
2277808,1.0,10.0,Fast Passer
2277821,1.0,9.2,Fast Passer
2278258,1.0,26.6,Fast Passer
2278314,1.0,26.2,Fast Passer
2278325,1.0,21.166666666666668,Fast Passer
2278337,1.0,41.6,Slow Passer
2278496,1.0,42.0,Slow Passer
2278584,1.0,24.6,Fast Passer
2278737,1.0,17.6,Fast Passer
2278798,1.0,33.714285714285715,Slow Passer
2279041,1.0,54.2,Slow Passer
2279186,1.0,12.4,Fast Passer
2279529,2.0,999.0,Slow Repeater
2279817,1.0,23.2,Fast Passer
2280022,1.0,25.8,Fast Passer
2280093,2.0,999.0,Slow Repeater
2280284,5.0,5.666666666666667,Fast Repeater
2280318,3.0,512.2,Slow Repeater
2280450,1.0,26.75,Fast Passer
2280494,1.0,999.0,Slow Passer
2280509,1.5,508.875,Slow Repeater
2280581,2.0,999.0,Slow Repeater
2280700,1.0,19.75,Fast Passer
2280839,1.0,38.75,Slow Passer
2280908,1.0,70.8,Slow Passer
2280986,2.0,13.166666666666666,Fast Repeater
2281012,2.0,17.333333333333332,Fast Repeater
2281108,1.0,999.0,Slow Passer
2281740,1.0,52.0,Slow Passer
2281797,2.0,999.0,Slow Repeater
2282258,1.0,34.25,Slow Passer
2282338,1.0,30.875,Slow Passer
2282363,3.0,509.75,Slow Repeater
2282626,4.0,17.0,Fast Repeater
2282698,1.0,25.8,Fast Passer
2282707,1.0,38.8,Slow Passer
2282781,1.0,507.9,Slow Passer
2283044,1.0,999.0,Slow Passer
2283151,2.0,4.166666666666666,Fast Repeater
2283351,2.5,514.625,Slow Repeater
2284157,1.0,999.0,Slow Passer
2284215,2.0,18.2,Fast Repeater
2284299,1.5,515.0,Slow Repeater
2284757,2.0,13.75,Fast Repeater
2284833,4.0,17.0,Fast Repeater
2284868,1.0,13.0,Fast Passer
2285228,2.0,521.6,Slow Repeater
2285467,3.0,4.5,Fast Repeater
2285493,1.0,32.0,Slow Passer
2285566,1.0,10.5,Fast Passer
2285610,1.0,52.5,Slow Passer
2285999,2.0,21.0,Fast Repeater
2286415,1.0,26.75,Fast Passer
2286421,1.0,24.8,Fast Passer
2286444,1.5,506.5,Slow Repeater
2286455,3.0,5.4,Fast Repeater
2286579,1.0,28.8,Fast Passer
2286650,2.0,6.333333333333333,Fast Repeater
2286665,1.0,10.5,Fast Passer
2286758,1.0,42.2,Slow Passer
2286797,2.0,25.818181818181817,Fast Repeater
2287360,1.0,28.75,Fast Passer
2287420,3.5,673.7363636363636,Slow Repeater
2287462,2.0,999.0,Slow Repeater
2287464,5.0,9.6,Fast Repeater
2287580,1.5,19.916666666666664,Fast Repeater
2288009,1.0,9.625,Fast Passer
2288164,2.0,26.6,Fast Repeater
2288204,1.0,36.25,Slow Passer
2288541,1.0,46.6,Slow Passer
2288604,1.0,999.0,Slow Passer
2288638,2.0,13.6,Fast Repeater
2288933,1.0,21.0,Fast Passer
2289242,1.0,40.8,Slow Passer
2289261,2.0,14.0,Fast Repeater
2289671,5.0,999.0,Slow Repeater
2289694,1.0,23.4,Fast Passer
2289897,1.0,999.0,Slow Passer
2289925,2.0,999.0,Slow Repeater
2289937,1.0,55.5,Slow Passer
2290080,1.0,34.5,Slow Passer
2290136,2.0,999.0,Slow Repeater
2290198,1.0,49.8,Slow Passer
2290457,1.0,999.0,Slow Passer
2290543,1.0,6.0,Fast Passer
2290722,2.0,10.75,Fast Repeater
2290927,1.0,32.6,Slow Passer
2290934,1.0,31.4,Slow Passer
2291067,2.0,41.5,Slow Repeater
2291168,1.0,43.0,Slow Passer
2291193,1.0,18.666666666666668,Fast Passer
2291205,1.5,753.25,Slow Repeater
2291408,1.0,39.5,Slow Passer
2291432,1.0,55.0,Slow Passer
2291551,1.0,25.4,Fast Passer
2291589,1.0,18.666666666666668,Fast Passer
2291630,1.5,12.125,Fast Repeater
2291896,2.0,999.0,Slow Repeater
2291985,1.0,999.0,Slow Passer
2291989,2.0,27.2,Fast Repeater
2292083,4.0,1.2,Fast Repeater
2292333,3.0,20.2,Fast Repeater
2292390,1.5,503.125,Slow Repeater
2292451,1.0,999.0,Slow Passer
2292643,3.0,19.645833333333336,Fast Repeater
2292757,2.0,516.8571428571429,Slow Repeater
2292981,2.0,2.0,Fast Repeater
2293046,1.0,32.8,Slow Passer
2293253,2.0,35.8,Slow Repeater
2293275,1.0,34.42857142857143,Slow Passer
2293850,1.0,23.2,Fast Passer
2293999,1.0,45.0,Slow Passer
2294048,2.0,21.666666666666668,Fast Repeater
2294133,1.0,516.9444444444445,Slow Passer
2294786,4.0,17.181818181818183,Fast Repeater
2295862,1.0,30.6,Slow Passer
2295997,4.0,21.4,Fast Repeater
2296131,8.0,4.333333333333333,Fast Repeater
2296209,4.0,21.125,Fast Repeater
2296594,1.0,999.0,Slow Passer
2296871,1.0,999.0,Slow Passer
2296919,4.0,999.0,Slow Repeater
2297047,2.0,519.5,Slow Repeater
2297049,1.0,999.0,Slow Passer
2297167,1.0,25.25,Fast Passer
2297194,2.5,27.458333333333332,Fast Repeater
2297514,3.0,21.0,Fast Repeater
2297521,1.0,39.4,Slow Passer
2297738,2.0,17.375,Fast Repeater
2298096,2.0,19.0,Fast Repeater
2298414,1.0,61.25,Slow Passer
2298936,1.0,24.8,Fast Passer
2299180,1.0,19.0,Fast Passer
2299456,2.0,26.6,Fast Repeater
2300570,4.0,26.8,Fast Repeater
2300964,2.0,38.0,Slow Repeater
2300994,1.0,14.666666666666666,Fast Passer
2301256,1.0,19.0,Fast Passer
2301262,1.0,35.25,Slow Passer
2301328,3.0,8.285714285714286,Fast Repeater
2301536,3.5,513.2272727272727,Slow Repeater
2301667,1.0,44.4,Slow Passer
2301692,1.0,14.55,Fast Passer
2301893,2.0,13.5,Fast Repeater
2302138,2.0,17.833333333333332,Fast Repeater
2302204,1.0,999.0,Slow Passer
2302372,2.1666666666666665,669.8632478632479,Slow Repeater
2302824,1.0,36.75,Slow Passer
2302866,2.0,16.785714285714285,Fast Repeater
2302930,1.0,26.4,Fast Passer
2303377,5.0,999.0,Slow Repeater
2304137,3.0,33.166666666666664,Slow Repeater
2304358,1.0,17.25,Fast Passer
2304444,1.0,999.0,Slow Passer
2304486,2.0,26.8,Fast Repeater
2304722,1.0,18.25,Fast Passer
2304816,3.0,17.375,Fast Repeater
2304905,2.0,17.6,Fast Repeater
2304952,2.0,26.0,Fast Repeater
2305223,1.0,22.25,Fast Passer
2305252,1.0,27.0,Fast Passer
2305285,3.0,671.6666666666666,Slow Repeater
2305548,1.0,999.0,Slow Passer
2305576,2.0,512.2,Slow Repeater
2305789,1.0,47.4,Slow Passer
2305813,1.0,37.25,Slow Passer
2306046,3.0,12.222222222222221,Fast Repeater
2306578,1.0,26.8,Fast Passer
2306724,3.0,2.4,Fast Repeater
2306958,1.0,28.785714285714285,Fast Passer
2307094,1.0,41.75,Slow Passer
2307211,1.0,21.6,Fast Passer
2307728,2.0,999.0,Slow Repeater
2307904,3.0,20.444444444444443,Fast Repeater
2308460,1.0,40.2,Slow Passer
2308847,1.8,606.76,Slow Repeater
2308881,1.0,999.0,Slow Passer
2308976,1.0,505.3333333333333,Slow Passer
2309007,1.0,25.2,Fast Passer
2309038,1.0,999.0,Slow Passer
2309367,1.0,46.4,Slow Passer
2309549,2.0,33.6,Slow Repeater
2309632,2.0,17.8,Fast Repeater
2309911,1.0,3.0,Fast Passer
2310251,1.0,15.0,Fast Passer
2310297,4.0,2.1666666666666665,Fast Repeater
2310542,1.0,25.8,Fast Passer
2311246,1.0,35.666666666666664,Slow Passer
2311252,1.0,18.5,Fast Passer
2311400,1.0,32.25,Slow Passer
2311614,1.0,39.75,Slow Passer
2311816,3.0,23.833333333333332,Fast Repeater
2312741,1.25,37.263492063492066,Slow Repeater
2312949,2.0,24.142857142857142,Fast Repeater
2313232,2.0,999.0,Slow Repeater
2313249,1.0,39.5,Slow Passer
2313272,1.0,59.0,Slow Passer
2313292,4.0,18.716666666666665,Fast Repeater
2313582,1.0,999.0,Slow Passer
2313632,2.0,6.8,Fast Repeater
2313651,1.0,34.2,Slow Passer
2313692,1.0,29.6,Fast Passer
2313780,1.0,21.666666666666668,Fast Passer
2313865,2.0,23.2,Fast Repeater
2314002,3.0,9.5,Fast Repeater
2314767,1.0,999.0,Slow Passer
2314798,1.0,27.2,Fast Passer
2314843,2.0,44.0,Slow Repeater
2315091,1.0,21.8,Fast Passer
2315149,1.0,36.2,Slow Passer
2315172,2.0,999.0,Slow Repeater
2316123,1.0,33.333333333333336,Slow Passer
2316460,1.0,35.75,Slow Passer
2316835,1.0,999.0,Slow Passer
2316975,1.0,11.333333333333334,Fast Passer
2317014,1.5,15.583333333333334,Fast Repeater
2317232,3.0,7.111111111111111,Fast Repeater
2317640,1.0,999.0,Slow Passer
2317941,1.0,516.625,Slow Passer
2318024,1.3333333333333333,10.75,Fast Repeater
2318298,1.0,43.8,Slow Passer
2318565,1.0,16.03333333333333,Fast Passer
2318634,1.0,51.0,Slow Passer
2319061,1.5,18.75,Fast Repeater
2319125,1.0,515.625,Slow Passer
2319207,4.5,504.94444444444446,Slow Repeater
2319234,1.0,999.0,Slow Passer
2319418,1.0,4.0,Fast Passer
2319496,1.0,33.0,Slow Passer
2319604,1.0,13.0,Fast Passer
2319928,5.0,14.583333333333334,Fast Repeater
2320664,1.0,36.75,Slow Passer
2320677,1.0,31.5,Slow Passer
2320742,1.0,23.0,Fast Passer
2321427,1.0,514.9,Slow Passer
2321875,4.0,23.29047619047619,Fast Repeater
2322197,1.5,999.0,Slow Repeater
2322348,1.0,24.5,Fast Passer
2322507,1.0,46.2,Slow Passer
2322551,1.0,31.4,Slow Passer
2323288,1.0,18.8,Fast Passer
2323407,1.0,62.25,Slow Passer
2323408,1.0,24.333333333333332,Fast Passer
2323637,2.0,999.0,Slow Repeater
2324576,1.0,40.2,Slow Passer
2324718,1.0,42.8,Slow Passer
2324981,3.0,14.5,Fast Repeater
2325224,1.0,33.5,Slow Passer
2325253,2.0,24.333333333333332,Fast Repeater
2325282,1.0,48.5,Slow Passer
2326112,1.0,15.6,Fast Passer
2326659,3.0,14.333333333333334,Fast Repeater
2326972,1.0,62.25,Slow Passer
2327007,3.0,20.4,Fast Repeater
2327217,2.0,999.0,Slow Repeater
2327485,1.0,46.666666666666664,Slow Passer
2328158,2.0,6.75,Fast Repeater
2328167,1.0,29.6,Fast Passer
2328234,1.0,22.25,Fast Passer
2328287,1.0,37.0,Slow Passer
2328321,2.0,673.8888888888888,Slow Repeater
2328452,1.0,18.4,Fast Passer
2328592,1.0,512.3333333333334,Slow Passer
2328764,3.0,11.5,Fast Repeater
2329010,1.0,999.0,Slow Passer
2329201,1.0,19.75,Fast Passer
2329275,3.0,510.25,Slow Repeater
2329384,1.0,30.0,Fast Passer
2329513,2.0,17.95,Fast Repeater
2330017,1.0,45.5,Slow Passer
2330172,1.0,50.6,Slow Passer
2330451,1.0,27.6,Fast Passer
2330564,1.0,999.0,Slow Passer
2331081,1.0,26.8,Fast Passer
2331309,2.0,17.428571428571427,Fast Repeater
2331608,1.0,37.0,Slow Passer
2331613,2.0,20.5,Fast Repeater
2331634,1.0,29.25,Fast Passer
2331726,1.0,19.6,Fast Passer
2331782,1.0,49.333333333333336,Slow Passer
2332011,2.0,16.2,Fast Repeater
2332019,2.0,999.0,Slow Repeater
2332122,1.0,45.6,Slow Passer
2332428,1.0,27.2,Fast Passer
2333006,1.0,41.75,Slow Passer
2333118,4.666666666666667,17.76969696969697,Fast Repeater
2333169,1.0,35.95,Slow Passer
2333398,1.0,18.25,Fast Passer
2333654,1.5,514.3,Slow Repeater
2333713,1.0,73.25,Slow Passer
2333786,1.0,38.5,Slow Passer
2334179,1.0,69.0,Slow Passer
2334273,1.0,42.75,Slow Passer
2334881,1.0,37.2,Slow Passer
2334903,1.0,29.8,Fast Passer
2335093,1.0,50.8,Slow Passer
2335155,1.0,999.0,Slow Passer
2335590,1.0,38.75,Slow Passer
2335669,2.0,999.0,Slow Repeater
2335724,3.0,25.375,Fast Repeater
2335870,1.0,25.6,Fast Passer
2336012,2.0,1.3333333333333333,Fast Repeater
2336104,1.0,23.6,Fast Passer
2336280,2.0,8.6,Fast Repeater
2336436,1.0,33.333333333333336,Slow Passer
2336651,3.0,16.25,Fast Repeater
2336764,1.0,33.5,Slow Passer
2336769,1.0,21.571428571428573,Fast Passer
2336869,1.0,54.2,Slow Passer
2336977,1.0,999.0,Slow Passer
2337097,3.0,999.0,Slow Repeater
2337117,1.0,16.8,Fast Passer
2337162,1.0,25.4,Fast Passer
2337168,1.0,31.333333333333332,Slow Passer
2337192,1.0,19.75,Fast Passer
2337547,1.0,41.4,Slow Passer
2337837,2.0,7.75,Fast Repeater
2337961,1.0,26.8,Fast Passer
2338216,1.0,999.0,Slow Passer
2338296,4.0,23.285714285714285,Fast Repeater
2338344,1.0,41.857142857142854,Slow Passer
2338427,1.0,25.0,Fast Passer
2338448,1.0,999.0,Slow Passer
2339091,1.0,511.25,Slow Passer
2339126,2.0,13.571428571428571,Fast Repeater
2339127,1.0,508.7,Slow Passer
2339348,1.0,529.5,Slow Passer
2339876,1.0,25.2,Fast Passer
2340168,4.0,999.0,Slow Repeater
2340487,4.0,13.88888888888889,Fast Repeater
2340754,1.0,999.0,Slow Passer
2340830,3.0,12.933333333333334,Fast Repeater
2341060,3.0,30.5,Slow Repeater
2341202,1.0,50.333333333333336,Slow Passer
2341335,1.0,19.333333333333332,Fast Passer
2341436,1.6666666666666667,339.0,Slow Repeater
2341480,1.0,24.25,Fast Passer
2341607,2.0,21.6,Fast Repeater
2341792,1.0,999.0,Slow Passer
2341832,1.0,30.5,Slow Passer
2341932,1.0,999.0,Slow Passer
2342369,1.0,7.916666666666667,Fast Passer
2342590,2.0,999.0,Slow Repeater
2342626,1.0,999.0,Slow Passer
2342766,1.0,27.25,Fast Passer
2342940,1.0,20.75,Fast Passer
2343009,2.0,8.25,Fast Repeater
2343101,4.0,670.5151515151515,Slow Repeater
2343199,1.0,23.8,Fast Passer
2343322,1.0,31.2,Slow Passer
2343430,1.0,20.0,Fast Passer
2343695,3.0,29.77777777777778,Fast Repeater
2343902,2.0,13.285714285714286,Fast Repeater
2344028,2.0,999.0,Slow Repeater
2344790,3.0,29.142857142857142,Fast Repeater
2345113,8.0,7.153846153846154,Fast Repeater
2345159,1.0,31.8,Slow Passer
2345328,1.0,29.5,Fast Passer
2345585,1.0,999.0,Slow Passer
2345882,1.0,27.6,Fast Passer
2345989,1.0,28.2,Fast Passer
2346012,1.5,31.73333333333333,Slow Repeater
2346401,1.0,28.666666666666668,Fast Passer
2346504,1.0,51.5,Slow Passer
2346575,1.6666666666666667,19.58888888888889,Fast Repeater
2346576,1.0,25.25,Fast Passer
2346755,1.3333333333333333,344.2952380952381,Slow Repeater
2346767,2.0,10.142857142857142,Fast Repeater
2346934,1.0,29.0,Fast Passer
2346970,1.0,55.0,Slow Passer
2347026,1.5,514.7,Slow Repeater
2347179,1.0,18.6,Fast Passer
2347584,1.0,12.5,Fast Passer
2348065,4.5,503.25,Slow Repeater
2348380,2.0,999.0,Slow Repeater
2348515,1.0,43.2,Slow Passer
2348609,2.0,21.166666666666668,Fast Repeater
2348840,1.0,43.2,Slow Passer
2349303,1.0,525.375,Slow Passer
2349326,2.0,27.75,Fast Repeater
2349517,5.0,999.0,Slow Repeater
2349521,1.5,24.46666666666667,Fast Repeater
2350690,1.5,502.5,Slow Repeater
2351335,1.0,999.0,Slow Passer
2351400,1.0,32.25,Slow Passer
2351870,2.0,361.4444444444444,Slow Repeater
2351894,1.0,999.0,Slow Passer
2351990,2.0,27.0,Fast Repeater
2352141,1.0,20.0,Fast Passer
2352309,1.3333333333333333,7.7023809523809526,Fast Repeater
2352363,1.0,27.0,Fast Passer
2352899,1.0,25.714285714285715,Fast Passer
2352957,1.0,999.0,Slow Passer
2353193,1.0,265.375,Slow Passer
2353442,2.0,23.333333333333332,Fast Repeater
2353480,1.0,13.8,Fast Passer
2353550,1.0,22.0,Fast Passer
2353620,1.0,53.6,Slow Passer
2353743,2.0,999.0,Slow Repeater
2353745,1.0,999.0,Slow Passer
2354035,2.0,12.75,Fast Repeater
2354204,1.0,45.833333333333336,Slow Passer
2354227,1.0,22.0,Fast Passer
2354284,1.0,37.0,Slow Passer
2354414,1.0,26.6,Fast Passer
2354616,1.0,999.0,Slow Passer
2354722,2.0,13.0,Fast Repeater
2354893,2.0,32.0,Slow Repeater
2355218,1.0,999.0,Slow Passer
2355414,1.0,505.9,Slow Passer
2355590,1.5,514.6428571428571,Slow Repeater
2355748,1.6666666666666667,21.349999999999998,Fast Repeater
2356366,3.5,504.375,Slow Repeater
2356445,1.0,27.5,Fast Passer
2357486,3.0,20.666666666666668,Fast Repeater
2357490,1.0,26.8,Fast Passer
2357832,1.0,40.8,Slow Passer
2358419,1.0,20.0,Fast Passer
2359034,1.0,21.2,Fast Passer
2359159,3.0,9.0,Fast Repeater
2359229,2.0,5.75,Fast Repeater
2359280,1.0,43.4,Slow Passer
2359427,1.0,31.571428571428573,Slow Passer
2359598,2.0,999.0,Slow Repeater
2359607,1.0,23.0,Fast Passer
2359722,1.0,999.0,Slow Passer
2359936,1.0,42.4,Slow Passer
2360447,1.0,40.75,Slow Passer
2360532,1.0,22.333333333333332,Fast Passer
2360934,1.0,49.0,Slow Passer
2361360,3.0,339.5357142857143,Slow Repeater
2361377,1.0,11.666666666666666,Fast Passer
2361582,3.5,999.0,Slow Repeater
2361758,1.0,37.2,Slow Passer
2361790,2.0,17.0,Fast Repeater
2361862,1.0,999.0,Slow Passer
2362248,1.5,33.3,Slow Repeater
2362808,2.0,16.666666666666668,Fast Repeater
2362826,1.0,34.6,Slow Passer
2363091,1.0,9.0,Fast Passer
2363138,6.0,1.25,Fast Repeater
2363257,1.0,21.0,Fast Passer
2363600,2.0,6.0,Fast Repeater
2363614,2.0,4.333333333333333,Fast Repeater
2363701,2.0,517.425,Slow Repeater
2363857,1.0,27.0,Fast Passer
2364116,1.5,6.625,Fast Repeater
2364227,2.375,877.5833333333334,Slow Repeater
2365020,3.0,18.0,Fast Repeater
2365141,2.0,3.5,Fast Repeater
2365190,1.0,14.666666666666666,Fast Passer
2365265,1.0,510.4,Slow Passer
2365348,2.0,29.833333333333332,Fast Repeater
2365440,2.5,511.625,Slow Repeater
2365737,1.0,523.5,Slow Passer
2365879,1.0,516.0,Slow Passer
2365886,2.0,24.333333333333332,Fast Repeater
2366018,1.0,25.2,Fast Passer
2366463,2.0,999.0,Slow Repeater
2366940,1.0,43.0,Slow Passer
2367065,1.0,25.75,Fast Passer
2367084,2.0,29.333333333333332,Fast Repeater
2367184,2.0,29.6,Fast Repeater
2367390,1.0,23.8,Fast Passer
2367706,1.0,19.866666666666667,Fast Passer
2367906,1.0,43.75,Slow Passer
2368030,1.0,35.5,Slow Passer
2368093,1.0,28.0,Fast Passer
2368114,1.0,24.5,Fast Passer
2368143,4.0,999.0,Slow Repeater
2368241,1.0,28.75,Fast Passer
2368293,2.0,27.75,Fast Repeater
2368301,1.0,10.5,Fast Passer
2368346,1.0,999.0,Slow Passer
2368401,1.0,350.77777777777777,Slow Passer
2368419,1.0,28.25,Fast Passer
2368690,2.0,29.75,Fast Repeater
2368987,1.0,13.2,Fast Passer
2369039,2.0,14.0,Fast Repeater
2369284,1.0,999.0,Slow Passer
2369775,1.0,9.8,Fast Passer
2369831,4.0,1.6,Fast Repeater
2369934,1.0,23.0,Fast Passer
2370158,1.0,32.2,Slow Passer
2370481,1.0,22.0,Fast Passer
2370747,1.0,9.5,Fast Passer
2370900,1.0,999.0,Slow Passer
2371126,1.5,518.625,Slow Repeater
2371133,1.5,507.375,Slow Repeater
2371270,1.0,26.0,Fast Passer
2371463,1.0,41.8,Slow Passer
2371536,1.0,46.4,Slow Passer
2371545,1.0,32.17857142857143,Slow Passer
2371810,1.0,15.25,Fast Passer
2371943,3.0,6.125,Fast Repeater
2371970,1.0,29.333333333333332,Fast Passer
2372059,1.0,999.0,Slow Passer
2372230,1.0,501.0,Slow Passer
2373104,2.0,23.25,Fast Repeater
2373459,2.5,507.34615384615387,Slow Repeater
2373602,2.0,999.0,Slow Repeater
2373790,1.0,41.2,Slow Passer
2374361,1.0,28.25,Fast Passer
2374507,1.0,20.0,Fast Passer
2374902,3.0,15.714285714285714,Fast Repeater
2374934,1.0,999.0,Slow Passer
2375127,1.5,517.75,Slow Repeater
2375918,1.0,57.25,Slow Passer
2376070,1.0,26.75,Fast Passer
2376321,1.0,25.8,Fast Passer
2376344,2.0,28.8,Fast Repeater
2376452,1.5,6.0,Fast Repeater
2376486,1.0,36.2,Slow Passer
2376505,2.0,32.666666666666664,Slow Repeater
2376568,2.0,25.25,Fast Repeater
2377028,2.0,17.166666666666668,Fast Repeater
2377064,1.0,20.0,Fast Passer
2377314,1.0,34.0,Slow Passer
2377937,1.3333333333333333,348.9444444444444,Slow Repeater
2378341,1.0,28.5,Fast Passer
2378550,1.0,999.0,Slow Passer
2378565,1.0,29.6,Fast Passer
2378794,1.0,41.5,Slow Passer
2379374,1.0,27.75,Fast Passer
2379592,1.0,34.333333333333336,Slow Passer
2379890,1.0,23.6,Fast Passer
2379892,3.0,26.444444444444443,Fast Repeater
2380023,2.0,26.142857142857142,Fast Repeater
2380077,1.0,37.8,Slow Passer
2380192,3.0,24.9,Fast Repeater
2380229,3.3333333333333335,670.2333333333333,Slow Repeater
2380332,2.0,23.75,Fast Repeater
2380463,1.0,41.75,Slow Passer
2380669,1.0,50.8,Slow Passer
2381209,2.0,6.8,Fast Repeater
2381474,2.0,8.0,Fast Repeater
2381726,2.0,999.0,Slow Repeater
2381834,1.0,17.075,Fast Passer
2382409,3.0,21.666666666666668,Fast Repeater
2382696,4.0,14.7,Fast Repeater
2382972,1.0,33.0,Slow Passer
2383076,1.0,25.6,Fast Passer
2383258,1.0,9.4,Fast Passer
2383421,1.0,26.4,Fast Passer
2383774,1.0,24.5,Fast Passer
2383926,1.0,16.8,Fast Passer
2384121,1.0,27.0,Fast Passer
2384232,1.0,999.0,Slow Passer
2384259,1.0,37.75,Slow Passer
2384314,1.0,34.285714285714285,Slow Passer
2385034,1.0,23.833333333333332,Fast Passer
2385070,2.0,17.0,Fast Repeater
2385222,1.0,999.0,Slow Passer
2385262,2.5,518.0,Slow Repeater
2385269,1.0,27.8,Fast Passer
2385412,1.0,512.0,Slow Passer
2385832,1.0,509.5,Slow Passer
2386069,2.0,24.75,Fast Repeater
2386141,1.0,54.6,Slow Passer
2386196,1.5,12.166666666666666,Fast Repeater
2386323,1.0,34.714285714285715,Slow Passer
2386780,1.0,23.0,Fast Passer
2386890,5.0,17.846153846153847,Fast Repeater
2387182,1.0,999.0,Slow Passer
2387654,1.0,20.2,Fast Passer
2388317,1.0,14.714285714285714,Fast Passer
2388335,1.0,41.0,Slow Passer
2388356,1.5,2.666666666666667,Fast Repeater
2388642,3.0,12.428571428571429,Fast Repeater
2389741,1.0,70.8,Slow Passer
2389810,1.0,60.8,Slow Passer
2389989,1.0,38.0,Slow Passer
2390274,1.0,15.0,Fast Passer
2390279,1.5,28.183333333333337,Fast Repeater
2390391,1.0,32.6,Slow Passer
2390397,1.0,518.25,Slow Passer
2390810,1.0,10.666666666666666,Fast Passer
2390984,1.3333333333333333,346.015873015873,Slow Repeater
2391646,2.0,4.666666666666667,Fast Repeater
2391727,1.0,23.041666666666664,Fast Passer
2391782,1.0,12.75,Fast Passer
2391803,1.0,46.2,Slow Passer
2391912,3.2857142857142856,578.3015873015873,Slow Repeater
2392260,1.0,22.8,Fast Passer
2392277,1.0,999.0,Slow Passer
2392397,2.0,29.875,Fast Repeater
2393271,1.0,30.4,Slow Passer
2393856,1.0,53.166666666666664,Slow Passer
2394796,1.0,31.571428571428573,Slow Passer
2394940,1.0,999.0,Slow Passer
2395001,1.0,999.0,Slow Passer
2395006,1.0,55.6,Slow Passer
2395071,2.0,999.0,Slow Repeater
2395247,2.25,999.0,Slow Repeater
2395301,2.0,31.333333333333332,Slow Repeater
2395415,5.0,7.857142857142857,Fast Repeater
2395424,1.0,999.0,Slow Passer
2395779,1.0,29.75,Fast Passer
2395794,3.0,11.795238095238096,Fast Repeater
2395828,1.0,18.0,Fast Passer
2395949,1.0,24.6,Fast Passer
2396007,1.0,27.2,Fast Passer
2396150,1.0,999.0,Slow Passer
2396230,1.0,49.8,Slow Passer
2396331,5.0,16.692307692307693,Fast Repeater
2396499,2.0,33.333333333333336,Slow Repeater
2396722,1.0,512.375,Slow Passer
2396836,1.0,23.8,Fast Passer
2396847,1.0,18.5,Fast Passer
2397050,1.0,20.2,Fast Passer
2397115,1.0,17.2,Fast Passer
2397151,2.0,19.142857142857142,Fast Repeater
2397250,1.0,21.0,Fast Passer
2397739,2.0,21.6,Fast Repeater
2397900,1.0,20.5,Fast Passer
2398023,1.0,509.6666666666667,Slow Passer
2398138,1.0,19.285714285714285,Fast Passer
2398368,1.8,415.2416666666667,Slow Repeater
2398801,1.0,15.4,Fast Passer
2399201,1.0,34.25,Slow Passer
2399324,2.0,21.333333333333332,Fast Repeater
2399540,1.0,25.0,Fast Passer
2400004,7.0,20.733333333333334,Fast Repeater
2400035,2.0,43.5,Slow Repeater
2400763,1.0,26.75,Fast Passer
2400777,1.0,49.8,Slow Passer
2400957,1.0,48.75,Slow Passer
2401634,1.0,56.25,Slow Passer
2401912,1.0,13.5,Fast Passer
2402214,1.0,28.75,Fast Passer
2402375,1.0,5.666666666666667,Fast Passer
2402627,1.0,16.4,Fast Passer
2402695,1.0,346.22222222222223,Slow Passer
2402724,1.0,29.375,Fast Passer
2402747,1.0,24.75,Fast Passer
2402872,1.0,526.25,Slow Passer
2403493,1.0,53.666666666666664,Slow Passer
2403725,1.0,999.0,Slow Passer
2403780,1.5,350.0787037037037,Slow Repeater
2404228,5.0,2.5,Fast Repeater
2404401,1.0,23.833333333333332,Fast Passer
2404609,1.0,28.4,Fast Passer
2404667,3.0,999.0,Slow Repeater
2405156,1.0,14.75,Fast Passer
2405207,2.0,10.714285714285714,Fast Repeater
2405235,2.0,32.285714285714285,Slow Repeater
2405238,1.0,35.8,Slow Passer
2405269,1.0,4.0,Fast Passer
2405811,1.0,25.0,Fast Passer
2406021,1.5,512.4166666666666,Slow Repeater
2406034,1.0,29.2,Fast Passer
2406074,1.0,22.25,Fast Passer
2406154,1.0,37.25,Slow Passer
2406259,1.0,12.666666666666666,Fast Passer
2406356,2.0,10.6,Fast Repeater
2408060,4.0,12.714285714285714,Fast Repeater
2408598,2.0,32.0,Slow Repeater
2408633,1.0,17.75,Fast Passer
2408649,2.0,28.0,Fast Repeater
2408776,1.0,40.0,Slow Passer
2408816,1.0,43.44444444444444,Slow Passer
2408879,4.0,12.555555555555555,Fast Repeater
2408953,1.0,13.75,Fast Passer
2409327,1.0,19.041666666666668,Fast Passer
2409434,1.0,3.5,Fast Passer
2409622,1.0,15.25,Fast Passer
2409779,3.0,21.0,Fast Repeater
2410363,1.0,999.0,Slow Passer
2410623,1.0,999.0,Slow Passer
2410868,1.0,999.0,Slow Passer
2411177,1.0,20.666666666666668,Fast Passer
2411318,3.0,999.0,Slow Repeater
2411415,1.0,24.2,Fast Passer
2411512,1.0,27.0,Fast Passer
2411588,1.0,29.285714285714285,Fast Passer
2411864,8.0,999.0,Slow Repeater
2411890,1.0,13.6,Fast Passer
2411927,1.0,17.5,Fast Passer
2412181,1.0,22.5,Fast Passer
2412538,1.0,19.8,Fast Passer
2412642,1.0,13.333333333333334,Fast Passer
2413002,1.0,20.4,Fast Passer
2413185,1.5,505.3333333333333,Slow Repeater
2413226,1.0,56.4,Slow Passer
2413234,2.5,6.95,Fast Repeater
